FREQUENCIA,NOME,GEOMETRY
DIURNO - TER/QUI/SAB,301130 - SER IV - PARANGABA I,"MULTIPOLYGON (((-38.5793774357482 -3.780457732479246, -38.57876925046644 -3.780883137676221, -38.57919469546948 -3.781372944022971, -38.57742070410498 -3.782464936004256, -38.56608375541837 -3.775354121138625, -38.56541677901264 -3.774768431705437, -38.56425819327818 -3.776102669152123, -38.56147250923491 -3.773908260232292, -38.56117427732935 -3.773418692485255, -38.55958457896197 -3.768434969308173, -38.5596313213651 -3.767315462036911, -38.56508763218515 -3.765050371157949, -38.56681567455186 -3.764099793205204, -38.56814644586321 -3.766109914133511, -38.56933351109621 -3.767015479608977, -38.56964701894572 -3.767328217494999, -38.56981685699341 -3.767640976543325, -38.57049997089303 -3.770212515870608, -38.57081351176671 -3.77086927874505, -38.5793774357482 -3.780457732479246)))"
DIURNO - TER/QUI/SAB,301131 - SER IV - PARANGABA II,"MULTIPOLYGON (((-38.57579635820105 -3.787513372084158, -38.57816100594034 -3.790098435387613, -38.57804605665105 -3.790705377073134, -38.57470539424322 -3.790767713784287, -38.57464294095401 -3.791502480648266, -38.57155338313673 -3.790509587754644, -38.57029364342415 -3.788758165017999, -38.56848851061632 -3.788069152377288, -38.56679211436156 -3.787803641284302, -38.56674540797561 -3.786423209682301, -38.56582678371005 -3.783243057102424, -38.56411974052799 -3.783760899883127, -38.56401607383066 -3.783483819214412, -38.56069760051976 -3.779434556745478, -38.56213126981002 -3.777079637295039, -38.56336221949103 -3.775449997121157, -38.56498298433857 -3.776749811108632, -38.56643668945387 -3.777957349320327, -38.56738600067931 -3.77860545184034, -38.57579635820105 -3.787513372084158)))"
DIURNO - TER/QUI/SAB,301132 - SER IV - PARANGABA III,"MULTIPOLYGON (((-38.55462258457261 -3.782919571534906, -38.55390854537524 -3.783696273484394, -38.55311880869408 -3.781883303386453, -38.55282447105228 -3.781137676757861, -38.55224033239068 -3.779811198927899, -38.55178491438963 -3.778605386129738, -38.55156264904252 -3.7779524750873, -38.55266252303066 -3.777611192835018, -38.5520540121474 -3.775720098372996, -38.55098105294537 -3.772888349344707, -38.55291534692262 -3.7721346794328, -38.55318906110345 -3.773089767258115, -38.55273525299708 -3.773362327803893, -38.55286873289118 -3.773617691356775, -38.55331857049968 -3.773480961989766, -38.55370330947892 -3.774134870901148, -38.55535404035447 -3.774624777960302, -38.55878109646046 -3.774487096466372, -38.56200282068745 -3.777172146292626, -38.5608665197983 -3.779136507077194, -38.56032340980003 -3.779721274056335, -38.55800625205565 -3.780934474766528, -38.55462258457261 -3.782919571534906)))"
DIURNO - TER/QUI/SAB,301133 - SER VIII - SERRINHA I,"MULTIPOLYGON (((-38.55049728550208 -3.774992110820281, -38.55099868561213 -3.773301764093131, -38.55201538510431 -3.775709484502354, -38.55258948589374 -3.777595435618333, -38.55181557345328 -3.777860440381249, -38.55147965816895 -3.777955468860653, -38.55200992289271 -3.779273140887314, -38.55268286336549 -3.780973722668316, -38.55307295550351 -3.782085257113017, -38.54997518326641 -3.783202907060263, -38.54880660199132 -3.783118130033333, -38.54702712279972 -3.78408772914823, -38.54795707627553 -3.787566797803179, -38.54727553652537 -3.787942417312838, -38.54292165828058 -3.789442578486161, -38.54199937802537 -3.786728156447634, -38.54105763418282 -3.783870201274286, -38.54218963660193 -3.78212484452001, -38.54253578390715 -3.780255455326198, -38.54660466199104 -3.778657410301947, -38.55049728550208 -3.774992110820281)))"
DIURNO - TER/QUI/SAB,301134 - SER VIII - SERRINHA II,"MULTIPOLYGON (((-38.55505085403952 -3.796753951149035, -38.55308098370756 -3.793231680426644, -38.55396383611292 -3.795118986357052, -38.55052122535768 -3.796110148876362, -38.54703846635782 -3.784103495820693, -38.54881769736927 -3.783094137111111, -38.54986212559148 -3.783175207122928, -38.55310540913552 -3.78207725314394, -38.55388020867657 -3.783834158138561, -38.55456342300271 -3.782954163358137, -38.56000476925149 -3.779890396652121, -38.56065442657063 -3.779471298713549, -38.56400855813612 -3.783513821614661, -38.56409979805968 -3.783806710704058, -38.56580893409363 -3.783332104257815, -38.56669930235485 -3.786587439672068, -38.56660628813745 -3.787379485571024, -38.5660471535003 -3.787342449457006, -38.56444671653049 -3.786969271622902, -38.56076487138271 -3.788274176350322, -38.56260829823484 -3.793685006754441, -38.55869799582472 -3.79552788869211, -38.55505085403952 -3.796753951149035)))"
DIURNO - TER/QUI/SAB,301135 - SER IV - VILA UNIAO I,"MULTIPOLYGON (((-38.54746143356964 -3.766764596862584, -38.5466789355479 -3.767598412286136, -38.5451868141875 -3.768633172314461, -38.54455225496771 -3.769051012112516, -38.54405094990459 -3.769574696052275, -38.54303293842522 -3.770530108752242, -38.54304540912642 -3.770924603358476, -38.54236029982869 -3.77133246507735, -38.54141147939203 -3.771684249223163, -38.54014676876654 -3.772044648712864, -38.53881981071726 -3.77209799705137, -38.53781130149374 -3.768680512269603, -38.53475800675424 -3.769793270121716, -38.53344875173284 -3.766434547715953, -38.5362587427981 -3.765402541068306, -38.53671217552004 -3.764989291859183, -38.54376694306011 -3.762769960406544, -38.54746143356964 -3.766764596862584)))"
DIURNO - TER/QUI/SAB,301136 - SER IV - VILA UNIAO II,"MULTIPOLYGON (((-38.53893133989079 -3.772539739693435, -38.53834700720928 -3.772793981484, -38.53731157092167 -3.772155538786718, -38.53708682606788 -3.772165275292584, -38.53500190909453 -3.772797436369997, -38.53478922032146 -3.771839642342154, -38.53217635094992 -3.772589812535419, -38.53199899767436 -3.772716269648315, -38.53165136807989 -3.77329357896277, -38.53100118607395 -3.773779962740336, -38.53124076136636 -3.774575875730647, -38.52695895994049 -3.775701032814146, -38.52709877042953 -3.773283401385535, -38.52761396188072 -3.770535902613692, -38.52827029019361 -3.768599718395379, -38.52734760299129 -3.761789820141464, -38.52684350877836 -3.761666635648408, -38.52677120339264 -3.760717608745448, -38.52001350167377 -3.761405440312602, -38.51983374932877 -3.760079017227656, -38.52130556433204 -3.758084842109267, -38.52226736930896 -3.758215259798579, -38.52293567010231 -3.757596679928754, -38.52354977326302 -3.757346973159805, -38.52387320600555 -3.760852938340762, -38.52888895790283 -3.760406810680064, -38.53030286390089 -3.764386919993386, -38.53032481788805 -3.764375926070585, -38.53244413407348 -3.763642726100073, -38.53254717534476 -3.763904979437111, -38.53597094128268 -3.76257678206993, -38.53669019653858 -3.764982706920755, -38.53627649766626 -3.765413335469934, -38.53343388669492 -3.76643332413154, -38.53476377047061 -3.769793665267441, -38.53780928629564 -3.768674006661709, -38.53893133989079 -3.772539739693435)))"
DIURNO - TER/QUI/SAB,301150 - SER VIII - JOSE WALTER I,"MULTIPOLYGON (((-38.5582472039502 -3.82112377289705, -38.5587469544231 -3.82087668473016, -38.55889320579316 -3.824891828834503, -38.55908940042126 -3.825895195676102, -38.55946695723458 -3.827608732437255, -38.55212408669707 -3.829855770566927, -38.55015403639079 -3.823493583512779, -38.5582472039502 -3.82112377289705)))"
DIURNO - TER/QUI/SAB,301153 - SER VIII  - JOSE WALTER II,"MULTIPOLYGON (((-38.55507343411023 -3.839197238010373, -38.55470220011382 -3.838001919525231, -38.55421537098757 -3.836609935370836, -38.56096681330605 -3.834565604121727, -38.56171217188255 -3.838146754924836, -38.56331659087514 -3.837688479972393, -38.56547575546193 -3.843549811540035, -38.56286543767686 -3.844961110365782, -38.55735972227165 -3.846925890343468, -38.55507343411023 -3.839197238010373)))"
DIURNO - TER/QUI/SAB,301158 - SER VIII  - CIDADE NOVA,"MULTIPOLYGON (((-38.57317701109354 -3.833793384581036, -38.57343002192002 -3.834212320111446, -38.57387830169128 -3.834852775635145, -38.57433013824544 -3.835422733811852, -38.5744902797146 -3.83583805948433, -38.57337005840626 -3.836074944711221, -38.57143843167631 -3.837777202010395, -38.57209432792602 -3.839912779147856, -38.57186792675869 -3.840017806798662, -38.57254094321712 -3.842151660478619, -38.56703032691028 -3.843578307124569, -38.56615256940189 -3.843639398616817, -38.56549058388152 -3.843546642877869, -38.56409845638923 -3.839768259513638, -38.5633145335661 -3.837650714030956, -38.56343297328637 -3.837758209633387, -38.56575158538786 -3.836843948588981, -38.57317701109354 -3.833793384581036)))"
DIURNO - TER/QUI/SAB,301166 - SER X - SITIO CORREGO,"MULTIPOLYGON (((-38.57327985265324 -3.825159064747303, -38.57293339259887 -3.825462131043903, -38.57062108589013 -3.827210563203814, -38.56760408951949 -3.824073745371638, -38.56701456992613 -3.822619372768907, -38.56275849950268 -3.825618604420324, -38.5615134291037 -3.825436366730073, -38.56016282493801 -3.825440518549635, -38.55912189176751 -3.826250470082332, -38.55884995659756 -3.820879725879718, -38.56765810792507 -3.816564927116757, -38.57327985265324 -3.825159064747303)))"
DIURNO - TER/QUI/SAB,301169 - SER X - ITAPERY,"MULTIPOLYGON (((-38.55820243373007 -3.821069651065991, -38.554733591657 -3.809423357545409, -38.55777595998029 -3.806420711981687, -38.55988846626928 -3.803083240015271, -38.5605419436618 -3.801339317018625, -38.56095944541664 -3.801627561433185, -38.56136567226901 -3.801937985962394, -38.56572538753437 -3.805124533958586, -38.56650702445602 -3.807592449066489, -38.56445362443125 -3.808226115879434, -38.56470744702298 -3.809111934725596, -38.56682014828973 -3.808470361617613, -38.5670280139402 -3.809117001260137, -38.5690240230453 -3.808522553702832, -38.56971333143428 -3.810575422407974, -38.56781580718679 -3.811147161707033, -38.56410930635776 -3.811281822876499, -38.5626636366456 -3.812008762386122, -38.56129263138678 -3.813012483947197, -38.56049619625189 -3.81349663731377, -38.55900175944269 -3.814423263216904, -38.55889907100833 -3.814774071480358, -38.55794556409712 -3.815019262246959, -38.55885762537782 -3.820761778569779, -38.55820243373007 -3.821069651065991)))"
DIURNO - TER/QUI/SAB,301179 - SER VIII - JOSE WALTER IV,"MULTIPOLYGON (((-38.55385235070626 -3.835297351652779, -38.55735150630557 -3.846966203651872, -38.55158772101115 -3.849163036794465, -38.544448193805 -3.824558344629188, -38.55012285662874 -3.823536424530823, -38.55290534156992 -3.832453863014108, -38.55385235070626 -3.835297351652779)))"
DIURNO - TER/QUI/SAB,301186 - SER VIII - JOSE WALTER V,"MULTIPOLYGON (((-38.5594483134001 -3.827645023243332, -38.56093250791108 -3.834536518753067, -38.55426334008871 -3.836586508307788, -38.55211866135625 -3.82988687403973, -38.5594483134001 -3.827645023243332)))"
DIURNO - TER/QUI/SAB,301230 - SER VI - AEROLÂNDIA,"MULTIPOLYGON (((-38.51657578643647 -3.77176894178196, -38.51714932504404 -3.769811401042311, -38.51813373524098 -3.770222585473351, -38.5177900175278 -3.778182737283083, -38.51791339648408 -3.778946912112224, -38.51679677036736 -3.779197562521293, -38.51586736285518 -3.779277778902856, -38.51506374120003 -3.778784407327874, -38.51444934447866 -3.779000992874049, -38.51278927009079 -3.783338533434112, -38.51201843171041 -3.781789614184437, -38.5118919077749 -3.774701284372677, -38.51126031782236 -3.773173369107854, -38.51067559393614 -3.770538340811643, -38.51181196081705 -3.770747474563486, -38.51266877330863 -3.770894540804015, -38.5148282790059 -3.77139967877102, -38.51657578643647 -3.77176894178196)))"
INTEGRAL TER/QUI/SAB,301233 - SER IX - JANGURUSSU I,"MULTIPOLYGON (((-38.51650602475873 -3.846936429867684, -38.51100656572502 -3.849152049502958, -38.50946242037052 -3.845325604429462, -38.50323967829559 -3.847746490387367, -38.50176372073867 -3.844916270157821, -38.4995843697941 -3.842547269901375, -38.50493626917175 -3.831026147016218, -38.5063511625926 -3.83056622576101, -38.51036509863832 -3.829669227133522, -38.5120352007088 -3.829101801147416, -38.51467716599996 -3.833839512701823, -38.51346493650431 -3.834124366694537, -38.51215480786717 -3.834456897805772, -38.5128730058502 -3.837835233432068, -38.51854747087088 -3.844926934659025, -38.51758497138322 -3.845787876887464, -38.51704534736749 -3.84618625440888, -38.51650602475873 -3.846936429867684)))"
DIURNO - TER/QUI/SAB,301235 - SER IX - PEDRAS,"MULTIPOLYGON (((-38.51402269585951 -3.894582006041118, -38.5133606851015 -3.892774319881781, -38.51260991589123 -3.890286883836545, -38.51164426970324 -3.889144696983467, -38.51073741304298 -3.888755284652447, -38.50952547030153 -3.888900761912898, -38.50887246326251 -3.888706970100515, -38.5084086033519 -3.888811982610632, -38.5071747282061 -3.88978818030988, -38.50566182790308 -3.890632179219974, -38.50255051460461 -3.892755083505195, -38.50177271226163 -3.886538936120258, -38.50067047663765 -3.877683654491821, -38.49829656328762 -3.869522811232933, -38.49796025659874 -3.868009033073149, -38.49797642669258 -3.865653728263893, -38.49971475086335 -3.863931815881696, -38.50102648105847 -3.863007013978768, -38.50708676785676 -3.857446898039356, -38.50752335301101 -3.858573494386709, -38.50852100879007 -3.860163838765701, -38.51033245250569 -3.860553751394877, -38.51298164194269 -3.860228420280947, -38.51487949190697 -3.860863563377398, -38.51731759587067 -3.862259018463998, -38.51919895652997 -3.864726745128042, -38.52039898585015 -3.867094559291048, -38.52442402680013 -3.869001579401508, -38.52622438073487 -3.870436591244125, -38.52792386492675 -3.872718494480878, -38.52839788044404 -3.874532077764878, -38.52922245313695 -3.876409793507296, -38.52949396742873 -3.877305692444815, -38.52988828033695 -3.878590299143795, -38.5305609775444 -3.879049474340386, -38.53115427227726 -3.879367966217545, -38.52435392391703 -3.885432617594093, -38.51683145670081 -3.892031523749152, -38.51402269585951 -3.894582006041118)))"
DIURNO - TER/QUI/SAB,301239 - SER VI - MESSEJANA IV,"MULTIPOLYGON (((-38.49946161809535 -3.84228496510339, -38.49636051436174 -3.84873660792264, -38.49544502233172 -3.850998317255261, -38.49531224508833 -3.851960275353201, -38.4944500042843 -3.845438204913846, -38.49398343425739 -3.845417500652892, -38.49258547502254 -3.845388313547895, -38.49283849633517 -3.844639348171279, -38.49200945276036 -3.844619263522718, -38.49193167175033 -3.842383871079916, -38.49432164858389 -3.842269315730296, -38.49426057617599 -3.84032129443255, -38.49345289073937 -3.840065404013743, -38.48840843988444 -3.836674352430799, -38.48798228950997 -3.837487177714124, -38.48677226679416 -3.837340109319975, -38.48653707964738 -3.835869858040973, -38.48752531884358 -3.83527852600947, -38.48994886228006 -3.833737700718289, -38.49140808283693 -3.833138020959036, -38.49411650178246 -3.832783289647967, -38.49629361885653 -3.832685587763458, -38.4973606982221 -3.832487985225375, -38.50116927400575 -3.832259841196453, -38.5027015858449 -3.831623008184657, -38.50364269317008 -3.83143058522792, -38.50493195514057 -3.831021555550222, -38.49946161809535 -3.84228496510339)))"
INTEGRAL TER/QUI/SAB,301241 - SER VI - PAUPINA I,"MULTIPOLYGON (((-38.48327399384461 -3.853873256954599, -38.48309611723694 -3.852044486135167, -38.48292857606999 -3.851944051946953, -38.4828842248059 -3.850802945872598, -38.47577142761245 -3.850174238338703, -38.47687496075454 -3.847993057365455, -38.47768758046733 -3.846979503503138, -38.47969406441261 -3.845343586111916, -38.48031107768861 -3.844847590406971, -38.48078872321222 -3.844030100761127, -38.48101797801265 -3.842983299104404, -38.48090133560807 -3.842259675885984, -38.4804036041125 -3.841245886058452, -38.47992046500757 -3.840149431266001, -38.479960537762 -3.839247952428951, -38.48019261543965 -3.83866442390473, -38.48644432372996 -3.835507189646987, -38.48670914438787 -3.837369596888482, -38.48798832441681 -3.837507690828032, -38.48841750630034 -3.836663596493226, -38.49080878457561 -3.838298542118876, -38.49346257183502 -3.840073426420321, -38.49426423279886 -3.840340088611645, -38.49430640793514 -3.842246827021535, -38.49407543045226 -3.842290580593644, -38.49190991242805 -3.842358927315138, -38.49199082162631 -3.844633440844961, -38.49281257102771 -3.844631015321099, -38.49253870618001 -3.845413862861394, -38.49204640651338 -3.845687465018823, -38.49185494687145 -3.846227144438636, -38.49183503309388 -3.84711116203473, -38.4926069864383 -3.849461922437087, -38.48844033824659 -3.849652630837693, -38.48866991595641 -3.854524481249527, -38.48327399384461 -3.853873256954599)))"
DIURNO - TER/QUI/SAB,301244 - SER VI - PAUPINA II,"MULTIPOLYGON (((-38.48553478626737 -3.858834189354075, -38.48410141491151 -3.858490231053683, -38.48437666230658 -3.861486949243068, -38.47972329317958 -3.862129524822893, -38.47877167214185 -3.861514475157037, -38.4790374689476 -3.860804196481442, -38.47817127475537 -3.859347599304246, -38.47714510784434 -3.858131082086116, -38.47727088485467 -3.856871436507645, -38.47824171484618 -3.856456457045466, -38.47457683482934 -3.853438414240114, -38.47051130459803 -3.849683179985489, -38.46813289268805 -3.845496219630596, -38.47010870149888 -3.844310962046766, -38.47152588274449 -3.843500712816936, -38.4727587057924 -3.842778277299396, -38.47994671338369 -3.838717413580852, -38.47995638248317 -3.838840247676018, -38.47987665059853 -3.840127333986118, -38.48083708914317 -3.842115716550836, -38.48107704564465 -3.842901650862633, -38.48083974228784 -3.844016010101501, -38.4803491036744 -3.844865466792655, -38.4776181842463 -3.846960152401092, -38.4768232578885 -3.847975359434884, -38.47576481910076 -3.850212933630366, -38.48290832863531 -3.850849791693463, -38.48291891732956 -3.851941199038453, -38.48310936271993 -3.852053945430518, -38.48327452415713 -3.853870978845915, -38.48863819701457 -3.854524455425882, -38.49245795018015 -3.854183761090276, -38.49179195714068 -3.857990520245036, -38.4916177412729 -3.858048170076257, -38.49113379436147 -3.859873259485383, -38.48553478626737 -3.858834189354075)))"
DIURNO - TER/QUI/SAB,301247 - SER VI - COACU,"MULTIPOLYGON (((-38.46657447793601 -3.83697520139565, -38.47135421429419 -3.835004164713821, -38.47336339545938 -3.833385842571238, -38.47217707755744 -3.826724028705078, -38.47443343619265 -3.82630725591926, -38.47884942865789 -3.825558332118189, -38.47948763851518 -3.825609129392034, -38.47993035667021 -3.826041794812119, -38.48134992677879 -3.824757242076236, -38.48214088703515 -3.828156650554784, -38.4827114334449 -3.83415537283444, -38.48156615268322 -3.836279705047855, -38.48085438407387 -3.837430049850981, -38.47996399451824 -3.83863355415273, -38.47572634562786 -3.841044453000217, -38.46798793189207 -3.845549669657987, -38.46714912190637 -3.842415748338633, -38.46607123093244 -3.842653619531733, -38.46208686500405 -3.840532641254536, -38.46293012175247 -3.839075167294459, -38.46392836514124 -3.83892142379575, -38.46507622439822 -3.83834345251551, -38.46630698319586 -3.83763883061626, -38.46657447793601 -3.83697520139565)))"
DIURNO - TER/QUI/SAB,301250 - SER IX - MARIA TOMASIA,"MULTIPOLYGON (((-38.5071454772825 -3.857032645814492, -38.50611031844201 -3.854787631749496, -38.50499481987334 -3.851567650853728, -38.50423267808072 -3.849619484256554, -38.50382249894092 -3.848701673956779, -38.5032679318348 -3.847676308058701, -38.50951858347288 -3.845311182745378, -38.51045880973927 -3.847836520498644, -38.51105890145951 -3.849262139572563, -38.51446453062871 -3.847930300325639, -38.5165994262335 -3.846978492765689, -38.51684697050731 -3.846463145251016, -38.51740995613999 -3.845923795005368, -38.51887141003395 -3.84473574719105, -38.51952983565565 -3.846348497075823, -38.52024513559559 -3.846335231066954, -38.52254325351764 -3.854413102882263, -38.52535396536319 -3.852211254940172, -38.52866382161826 -3.85227078054291, -38.52838182390434 -3.855234386959553, -38.52356245842666 -3.855076722970121, -38.51356949354722 -3.859936833645468, -38.51032300408109 -3.860684552590008, -38.50854754649823 -3.86018882317093, -38.50785185667956 -3.859443336642245, -38.50747907504233 -3.858906298180691, -38.50735856250147 -3.858451915756922, -38.50728560739599 -3.85778623942376, -38.5071454772825 -3.857032645814492)))"
DIURNO - TER/QUI/SAB,301254 - SER VI - LAGOA REDONDA II,"MULTIPOLYGON (((-38.46309642142845 -3.825587356219549, -38.46443683979074 -3.825999534892606, -38.46479149517828 -3.824946803983266, -38.46539776264367 -3.823621418219596, -38.46551380982893 -3.823604072963459, -38.46592441405094 -3.822644569327155, -38.46900558393022 -3.822253175158941, -38.46835457382892 -3.825164799420686, -38.46809891317962 -3.827279214628934, -38.4721959120842 -3.826732049821016, -38.47339332755374 -3.833417928508386, -38.47130542005039 -3.835063115930991, -38.46657088290676 -3.836933746538638, -38.46631909896531 -3.837650718936674, -38.46389345568316 -3.838942856925808, -38.46294434899679 -3.839064206424051, -38.46208703647986 -3.840533434938498, -38.45991828741423 -3.840777645883688, -38.45563037640606 -3.838044251402057, -38.45436070584243 -3.839159948247937, -38.45114948980465 -3.837181385739095, -38.45034529519459 -3.83529683251623, -38.44891894688038 -3.82802852346651, -38.45254653203168 -3.8261534954715, -38.45375378935199 -3.827585141324132, -38.45663441445906 -3.829805474488952, -38.45783255967843 -3.829831391729158, -38.45834137940037 -3.829778231508587, -38.45987630542867 -3.827759979394973, -38.46088485945871 -3.828256741429731, -38.46190445523935 -3.827698620724702, -38.46309642142845 -3.825587356219549)))"
DIURNO - TER/QUI/SAB,301257 - SER VIII - DIAS MACEDO,"MULTIPOLYGON (((-38.54291213016307 -3.789450944454933, -38.53689336944004 -3.791639187953627, -38.53221463526974 -3.795764010115922, -38.53111994579884 -3.798005438511383, -38.52742015210078 -3.795209387253665, -38.52507454200245 -3.787355429467494, -38.52664874108129 -3.786055744029505, -38.52825651372563 -3.78557922104673, -38.5280696817003 -3.784758610945946, -38.53385137824459 -3.782809019592862, -38.54034977940587 -3.780881157163381, -38.54246393021628 -3.780222126474774, -38.54221734980652 -3.781961337657465, -38.54103950175193 -3.783914096381742, -38.54291213016307 -3.789450944454933)))"
DIURNO - TER/QUI/SAB,301259 - SER VI - CURIO,"MULTIPOLYGON (((-38.4798737091843 -3.826046307056932, -38.47937624949971 -3.825489900819976, -38.46956240116179 -3.82720098059641, -38.46804664910022 -3.827390976625475, -38.46888483593953 -3.82222941092376, -38.4700248122884 -3.822069313106593, -38.46960481911957 -3.819066396775845, -38.4690315776495 -3.815494479699082, -38.47365435946991 -3.817875590514451, -38.47967544327031 -3.812975690372928, -38.4828326577207 -3.81695703623574, -38.48320286554569 -3.817756218070818, -38.48285564486859 -3.818705209841369, -38.4816898883505 -3.819982855195974, -38.48121081318183 -3.821045258458913, -38.48140624448962 -3.824878732143849, -38.4798737091843 -3.826046307056932)))"
DIURNO - TER/QUI/SAB,301260 - SER IX - ANCURI I,"MULTIPOLYGON (((-38.49799579397898 -3.865745602790706, -38.49794628064527 -3.864003517388312, -38.49742738949966 -3.861723402668396, -38.49683043338132 -3.85928782051166, -38.49615849257253 -3.855637409970053, -38.49547373272261 -3.852444390657109, -38.4954744504367 -3.851013367099313, -38.49594384551634 -3.849929728484288, -38.49718179144114 -3.847655056570077, -38.49865891961858 -3.844581185930789, -38.49966654618621 -3.842609114130521, -38.50101092568838 -3.844116199036253, -38.5017949078857 -3.844925349016677, -38.50384256628966 -3.848717576182915, -38.50453624359781 -3.850357595072849, -38.50500042333956 -3.851553341774365, -38.50563605171987 -3.85324976532568, -38.50588849886591 -3.854090348916432, -38.50629932310941 -3.8552386213388, -38.50704890882232 -3.856847579524471, -38.50723170636839 -3.857389900048457, -38.49799579397898 -3.865745602790706)))"
DIURNO - TER/QUI/SAB,301263 - SER VIII - MATA GALINHA,"MULTIPOLYGON (((-38.52394914119654 -3.785490178353388, -38.52807641666956 -3.784779451383894, -38.52825262209467 -3.785578313515103, -38.52661796980721 -3.786048909645345, -38.52246572646594 -3.78942833863491, -38.52281272175178 -3.790649895130289, -38.5193200563842 -3.792262955690839, -38.52123810205973 -3.798283793314133, -38.52141633191719 -3.799060255339207, -38.51558418678455 -3.800270553211953, -38.51486459592893 -3.796835749711758, -38.51413994120777 -3.795588475066457, -38.5139412965341 -3.788180819735221, -38.51286609373496 -3.783348508904415, -38.5144912393847 -3.779161140002244, -38.51504027041262 -3.778776894860905, -38.51583881272757 -3.779284208008001, -38.51680265043058 -3.779175532279629, -38.51787453327672 -3.778894409472967, -38.51887912828163 -3.783949629193643, -38.51935954037646 -3.783939623012197, -38.52357713102278 -3.783375594680233, -38.52394914119654 -3.785490178353388)))"
DIURNO - TER/QUI/SAB,301264 - SER VI - GUAJERU,"MULTIPOLYGON (((-38.49853171438225 -3.871510291392752, -38.50057750502756 -3.878481836630047, -38.49339092962946 -3.879154831361412, -38.49261778973415 -3.87292415598009, -38.49146218201619 -3.87338384179829, -38.48908512188675 -3.873337367684436, -38.48650243736419 -3.872726675622065, -38.48870491551217 -3.870877174882892, -38.48756525080363 -3.867975841424877, -38.48742898784599 -3.867469384218553, -38.48555202046946 -3.866350637123862, -38.4848196497395 -3.867479060550404, -38.48346417134742 -3.866699913776714, -38.48308612780566 -3.864952555777367, -38.48264334338724 -3.861721180724707, -38.48442552609317 -3.861488068812788, -38.48412744296979 -3.858549141593207, -38.49113419667503 -3.859864653832134, -38.49163464100822 -3.858066736547137, -38.49179294040302 -3.858019658585707, -38.49247238199361 -3.854158913709552, -38.48866718726623 -3.854530969086244, -38.48845405097725 -3.849700110676344, -38.49262137964419 -3.849463787872959, -38.49184666890613 -3.847105790518039, -38.49186786419904 -3.846191650458171, -38.49204761626167 -3.845700433695815, -38.49255697820706 -3.845379885720793, -38.49264567501282 -3.845439199823569, -38.49406633314593 -3.845452796264854, -38.49444714869374 -3.845436010293043, -38.49584332247563 -3.855794796058916, -38.49600670471104 -3.855891499393049, -38.49723778771212 -3.862664008918253, -38.49775257336155 -3.866226728871153, -38.49768558778804 -3.867901476149659, -38.49787886582226 -3.86923730966438, -38.49853171438225 -3.871510291392752)))"
DIURNO - TER/QUI/SAB,301307 - SER XII - MOURA BRASIL,"MULTIPOLYGON (((-38.53518352649085 -3.718065078351716, -38.53580218070909 -3.720158817039929, -38.53277458966132 -3.721097618842995, -38.53046843439095 -3.721187893217186, -38.5282576862217 -3.720903465197843, -38.53062247517108 -3.720085200801317, -38.53241078307641 -3.719040108491814, -38.53518352649085 -3.718065078351716)))"
DIURNO - TER/QUI/SAB,301310 - SER X - ALTO ALEGRE I,"MULTIPOLYGON (((-38.59668752286179 -3.833432256684176, -38.59462254201127 -3.833860334410585, -38.59021755188209 -3.83698934982616, -38.58969350525825 -3.83759095360332, -38.58776891073182 -3.83890670292599, -38.58697372977913 -3.83864479933584, -38.58448182323593 -3.839301912671029, -38.58360580260271 -3.838826798856506, -38.58273168428609 -3.836223319228761, -38.5840669141724 -3.835824086850222, -38.59336823499314 -3.8289963817617, -38.59398157355015 -3.829685852161425, -38.60498529732419 -3.823304725760397, -38.60629240720295 -3.825814918214527, -38.61353698062823 -3.82222752663067, -38.61373882505485 -3.824405611136963, -38.60700561566843 -3.827907785026801, -38.59668752286179 -3.833432256684176)))"
DIURNO - TER/QUI/SAB,301369 - SER II - SAO JOAO DO TAUAPE II,"MULTIPOLYGON (((-38.52334561975487 -3.755264679693763, -38.5194664219148 -3.758516770936239, -38.51877248945116 -3.76145101813044, -38.51589699522337 -3.761482739538185, -38.51542894137167 -3.761720374144991, -38.51497623894481 -3.761907907445141, -38.51327306469025 -3.762072539931655, -38.51341182980318 -3.76057027440126, -38.51452969337551 -3.754976451075944, -38.51492879428169 -3.752865496238645, -38.52343921423793 -3.753897292640557, -38.52334561975487 -3.755264679693763)))"
DIURNO - TER/QUI/SAB,301372 - SER VIII - JOSE WALTER III,"MULTIPOLYGON (((-38.56465571136159 -3.831182305353718, -38.56659979690816 -3.830591112541812, -38.56676884790561 -3.830792410479459, -38.56718113368547 -3.831294276792092, -38.56723829435694 -3.831301721817491, -38.56750067734278 -3.831626968138623, -38.56806639818022 -3.831352874910468, -38.5682785755541 -3.831857166260676, -38.56903519298201 -3.831508508461693, -38.5690860068868 -3.831646936216101, -38.57017274873427 -3.831179392419594, -38.57039305501891 -3.831698672930511, -38.57007583168742 -3.831832515888901, -38.57121112529501 -3.834624406583418, -38.5696335930903 -3.835368990913084, -38.56342463441457 -3.837723281030282, -38.56334525468257 -3.837619623158822, -38.5617345214082 -3.838109621354359, -38.56008652727571 -3.830335161635571, -38.55926818556929 -3.826885652396586, -38.5595482118833 -3.826746138246436, -38.56136828239777 -3.83227043934088, -38.56325880805459 -3.831661745956249, -38.56465571136159 -3.831182305353718)))"
