FREQUENCIA,NOME,GEOMETRY
DIURNO - SEG/QUA/SEX,20149 - SER II - PAPICU I,"MULTIPOLYGON (((-38.46959580676051 -3.745392732331001, -38.46868108315681 -3.742428870653515, -38.47084052634897 -3.736046552461035, -38.47684470693596 -3.734367714592104, -38.47917286828595 -3.73810427885015, -38.48050316682222 -3.736617395064299, -38.48203347316327 -3.735506359519083, -38.48516683835841 -3.740551037113453, -38.46959580676051 -3.745392732331001)))"
DIURNO - SEG/QUA/SEX,20150 - SER II - VARJOTA,"MULTIPOLYGON (((-38.48522909375297 -3.736142138488514, -38.48055360889997 -3.728783152117901, -38.48041116608443 -3.728192357486917, -38.48047332223245 -3.724423094896878, -38.48014373427727 -3.723617825693701, -38.48039620809485 -3.723116776703432, -38.48320900137885 -3.725072903297559, -38.48450045856665 -3.725466602570819, -38.48924927173887 -3.726464643625338, -38.48897510398529 -3.727964148081109, -38.48864173502853 -3.73595582785729, -38.48584532724089 -3.735826909767578, -38.48522909375297 -3.736142138488514)))"
DIURNO - SEG/QUA/SEX,20152 - SER VII - GUARARAPES,"MULTIPOLYGON (((-38.4898720373874 -3.768243023718484, -38.48897950224299 -3.768205541451593, -38.48712735389085 -3.768821885986284, -38.48706343159907 -3.769004280351365, -38.48636455398162 -3.769263686287653, -38.48638460571548 -3.770432411645411, -38.48504043113889 -3.770780353142276, -38.48442210731643 -3.77143850582787, -38.4839660240651 -3.771562772366446, -38.48196594240061 -3.771437894921077, -38.48282070648486 -3.763116079982009, -38.47677546157441 -3.76276906201375, -38.47695473067095 -3.758305980799262, -38.47931304362503 -3.756538777644624, -38.48337949914656 -3.756865835269133, -38.48360453191076 -3.755245727189642, -38.48157386262911 -3.749247293681766, -38.48352136810563 -3.748298708094887, -38.48457151851831 -3.747128942071375, -38.48368598850456 -3.745502385001902, -38.48394331498134 -3.74448833988823, -38.48723511286758 -3.743287643831011, -38.48886309003493 -3.744873438098119, -38.49047660263751 -3.751518335927595, -38.49173092144152 -3.758421835173392, -38.49216913542725 -3.759480170093346, -38.49279816602511 -3.760425726205347, -38.49580572486417 -3.765071272197318, -38.49605202050461 -3.765684597196892, -38.49155667762246 -3.76841457421671, -38.49123015595522 -3.767818326852316, -38.4898720373874 -3.768243023718484)))"
DIURNO - SEG/QUA/SEX,20153 - SER II - MEIRELES,"MULTIPOLYGON (((-38.48924887459989 -3.726463601799763, -38.4832680861468 -3.72510943291863, -38.47849527876439 -3.721799882905412, -38.47502883080247 -3.719509680482619, -38.47410007816727 -3.717664130409071, -38.46956580028321 -3.711123345847497, -38.47070755800174 -3.710413791702261, -38.47080335299071 -3.710109773251458, -38.47168466177914 -3.709768430403696, -38.47318092503401 -3.713790601626942, -38.47518276749482 -3.716639619167848, -38.47535264242422 -3.717364681284419, -38.47522506073092 -3.71864023565778, -38.47576201191956 -3.719551197363282, -38.47791699457283 -3.720972019195446, -38.47892930381537 -3.721604784533643, -38.48420484005325 -3.723286611351405, -38.48747624354412 -3.723312723134038, -38.48959582328882 -3.723842569733391, -38.49154479002407 -3.725640135643222, -38.49512335695842 -3.726075669832603, -38.50219024645492 -3.72425041659407, -38.50522072510959 -3.722983706847046, -38.50543470960696 -3.7236220671649, -38.50197491470633 -3.725245030356154, -38.49550167073938 -3.727330215172359, -38.49130366771411 -3.72660627690248, -38.49076439607597 -3.728881141808683, -38.48937281441273 -3.729286979508707, -38.48891336101411 -3.729354760721888, -38.48898217635896 -3.727931201336741, -38.48924887459989 -3.726463601799763)))"
DIURNO - SEG/QUA/SEX,20154 - SER II - ALDEOTA,"MULTIPOLYGON (((-38.48507160101237 -3.736178019031869, -38.48567950784944 -3.735807274204131, -38.4886443908222 -3.73601223384557, -38.48890442053894 -3.729333483205386, -38.4894224201911 -3.72930255044305, -38.49074084462991 -3.728882524754794, -38.4907680733341 -3.729275936235902, -38.49472615106254 -3.741743921483623, -38.4894542191829 -3.743518533197779, -38.48767019414076 -3.740733091930919, -38.48736318165064 -3.7398171758758, -38.48507160101237 -3.736178019031869)))"
DIURNO - SEG/QUA/SEX,20156 - SER VII - PAPICU II,"MULTIPOLYGON (((-38.46746289774582 -3.749743626282272, -38.46659503577032 -3.749987441431299, -38.46561029207847 -3.746826053840167, -38.46986736722266 -3.74542436663262, -38.47788503716473 -3.742866415388338, -38.47965595080107 -3.745775151067875, -38.47121850118243 -3.748523882863128, -38.47208271413465 -3.751364420106111, -38.47143463598754 -3.751611704857248, -38.4719027124912 -3.754045367019642, -38.46920855885513 -3.754888820471591, -38.46746289774582 -3.749743626282272)))"
DIURNO - SEG/QUA/SEX,20157 - SER VII - PRAIA DO FUTURO II,"MULTIPOLYGON (((-38.4481146252879 -3.748943711479032, -38.44873810904858 -3.747679570936094, -38.44980570241816 -3.748101685062247, -38.45043790055809 -3.747186782093265, -38.4528289764818 -3.748375803130779, -38.45540910651952 -3.74954710873895, -38.45647073603698 -3.749785608220139, -38.46559136521091 -3.746782083272735, -38.46660539871238 -3.74998439669298, -38.46749659856673 -3.749701495160628, -38.47120385063973 -3.761118378257964, -38.46946025667676 -3.761730197334212, -38.46677402489737 -3.753569663289067, -38.46355191541645 -3.754607960953984, -38.4625047714698 -3.754117428248923, -38.461958289031 -3.752501301892849, -38.45259359260638 -3.755536035050844, -38.44382109756303 -3.773674931223989, -38.43690137521821 -3.770544119267544, -38.4481146252879 -3.748943711479032)))"
DIURNO - SEG/QUA/SEX,20158 - SER VII - CIDADE 2000,"MULTIPOLYGON (((-38.48393974432825 -3.744447265918359, -38.48360020899584 -3.745478399500745, -38.48451938380607 -3.747126966552728, -38.48342438286387 -3.748303072693439, -38.48129430352305 -3.749267090017794, -38.47805926951977 -3.752004774340512, -38.47188184654696 -3.75401351584246, -38.47143533679203 -3.751585240752807, -38.47207919987999 -3.751355802097235, -38.47157501244944 -3.749748934787521, -38.471228539007 -3.748521269398473, -38.4797119590004 -3.74579516931919, -38.47792287628766 -3.742858100730565, -38.48724290523059 -3.739868176396966, -38.48862805266941 -3.742267877961393, -38.49183231316439 -3.746689629988743, -38.4938209937545 -3.749189549890737, -38.49026369696703 -3.750330236535317, -38.48886236644089 -3.744754721309369, -38.48722015989757 -3.743304041443646, -38.48393974432825 -3.744447265918359)))"
DIURNO - SEG/QUA/SEX,20159 - SER II - VICENTE PINZON III,"MULTIPOLYGON (((-38.46366299881664 -3.720245664693501, -38.46236516294188 -3.719552211355861, -38.46492309239849 -3.712336056059221, -38.46512602035957 -3.709640506408173, -38.46605207502939 -3.708097838734773, -38.46759422435193 -3.708826452418311, -38.47064048292452 -3.707015196974811, -38.47168545408156 -3.709761510710185, -38.47079915164492 -3.710112309762213, -38.47070546021709 -3.710409255813409, -38.46956720675025 -3.711112603735659, -38.46713591564293 -3.712947649145991, -38.46622862902897 -3.71507543302002, -38.46823913353341 -3.718316239306005, -38.46663451257511 -3.721675571587177, -38.46856913239473 -3.722603209546718, -38.46804284862287 -3.723528464898555, -38.46810876694603 -3.723701242133229, -38.46680705598022 -3.726260965666364, -38.46653310781998 -3.726576581477621, -38.46611990932022 -3.727291267176918, -38.46589850660416 -3.727583937945581, -38.46549511423144 -3.728363989506713, -38.46400242969669 -3.732052570518114, -38.46189113961571 -3.732834512904756, -38.45764062382209 -3.730883896964137, -38.45944497683745 -3.727622446655943, -38.46008342657208 -3.726788445464483, -38.46366299881664 -3.720245664693501)))"
NOTURNO - SEG/QUA/SEX,203104 - SER III  - ANTONIO BEZERRA,"MULTIPOLYGON (((-38.60212566558264 -3.736785947821582, -38.60176264795705 -3.737209778597917, -38.60155558263239 -3.73754458489849, -38.60158723712828 -3.739682563476388, -38.60116528771873 -3.740980956373522, -38.59474878777953 -3.740114125735254, -38.59397844708005 -3.740010061548914, -38.59447843041544 -3.73656328359613, -38.59526907276434 -3.736287225788865, -38.59695737191498 -3.732323682931996, -38.59946753086915 -3.731595655463722, -38.598775001204 -3.729040412661214, -38.60303449212432 -3.727691490108292, -38.60390640884694 -3.730779956552141, -38.60314707279432 -3.732270956605267, -38.60155453172339 -3.733952188762141, -38.60099728146886 -3.734358670272093, -38.60122917713946 -3.735584191632111, -38.60212566558264 -3.736785947821582)))"
NOTURNO - SEG/QUA/SEX,203106 - SER III  - PRESIDENTE KENNEDY,"MULTIPOLYGON (((-38.56706332583756 -3.720925896213164, -38.56809991560259 -3.721148780691312, -38.56890957936046 -3.721731761234408, -38.57113866817389 -3.725470709526139, -38.57176726066185 -3.725906572827332, -38.57556528225596 -3.727642221928744, -38.57539142643392 -3.728609981617932, -38.57494148246402 -3.72977256137212, -38.5725940069448 -3.728855885689041, -38.57278037193992 -3.730701326499887, -38.57207437128968 -3.73690143635153, -38.56918360863305 -3.736742741076619, -38.5692134462367 -3.737851895268413, -38.56065037723844 -3.7361434378995, -38.56096204537965 -3.734900320482408, -38.56911049975503 -3.736537563866634, -38.56891598899914 -3.733425032688082, -38.56905001453596 -3.731316794350212, -38.5692668761075 -3.727940319237019, -38.56706332583756 -3.720925896213164)))"
NOTURNO - SEG/QUA/SEX,203108 - SER III  - PARQUE RIO BRANCO,"MULTIPOLYGON (((-38.58072305944451 -3.729876801132022, -38.58049640961173 -3.731864218726832, -38.58036000537478 -3.731923014562968, -38.5802651545337 -3.732654094984707, -38.57929753776138 -3.732895321563826, -38.57856566562916 -3.737812904023826, -38.57207888176605 -3.736954476280538, -38.57228816540661 -3.735225257323867, -38.57282862211087 -3.730994532922913, -38.57278902720719 -3.730136882738112, -38.57262070901968 -3.728893485831748, -38.57495342317801 -3.729763785880734, -38.57540600268668 -3.72862992568489, -38.57559901925544 -3.727601298656622, -38.58072305944451 -3.729876801132022)))"
NOTURNO - SEG/QUA/SEX,203110 - SER III  - PADRE ANDRADE,"MULTIPOLYGON (((-38.59528389566869 -3.736321479105242, -38.59443848772854 -3.736554817781649, -38.59398882473803 -3.739859551260238, -38.59397538033033 -3.740001799234839, -38.58546532213809 -3.738802885967212, -38.57861101906773 -3.737790612149674, -38.57932926486283 -3.732897681852092, -38.58029042902036 -3.732643515027648, -38.58038391100214 -3.731930652491015, -38.58050733062317 -3.731871859207747, -38.58076377714521 -3.729839891761884, -38.58963559718304 -3.733835133224533, -38.59528389566869 -3.736321479105242)))"
NOTURNO - SEG/QUA/SEX,203112 - SER XI - PICI I,"MULTIPOLYGON (((-38.56775042855921 -3.745743362189321, -38.57120788149201 -3.746484487678321, -38.57456044994586 -3.749737645978844, -38.57084958616009 -3.754104296534957, -38.56969361600476 -3.754890200596464, -38.5691863567591 -3.754500529145884, -38.56795501793247 -3.752558827406756, -38.56649428287143 -3.750192124279377, -38.56551779014203 -3.748998930942367, -38.56769648608425 -3.747201229037866, -38.56775042855921 -3.745743362189321)))"
NOTURNO - SEG/QUA/SEX,203114 - SER III  - AMADEU FURTADO,"MULTIPOLYGON (((-38.56919017210475 -3.737865926068725, -38.5691660417945 -3.738542201629445, -38.56809458333122 -3.739960032432227, -38.56603331521986 -3.742498758448674, -38.56020239143832 -3.749333251897699, -38.55895650546316 -3.749250520027818, -38.55910652359876 -3.748452099464044, -38.55844656973045 -3.748408140722649, -38.55815881115041 -3.748053857478908, -38.56063012763654 -3.736139475056692, -38.56919017210475 -3.737865926068725)))"
NOTURNO - SEG/QUA/SEX,203115 - SER III  - PARQUELANDIA II,"MULTIPOLYGON (((-38.56085800903427 -3.734905876709842, -38.55966764080252 -3.740629381231182, -38.55815823977814 -3.748030916820082, -38.55664522543962 -3.745881873968909, -38.55659456572378 -3.745844529781143, -38.55458980277874 -3.742876075447304, -38.55241514041963 -3.739964493658988, -38.55192243182527 -3.739850467960475, -38.55342649498584 -3.733327705097151, -38.56085800903427 -3.734905876709842)))"
NOTURNO - SEG/QUA/SEX,203116 - SER III  - PARQUE ARAXA,"MULTIPOLYGON (((-38.55334743780949 -3.733347363407458, -38.55192243182527 -3.739850467960475, -38.54833176680005 -3.739049021476628, -38.5437859228313 -3.743335319697652, -38.54332677562218 -3.742851662493344, -38.54306228119503 -3.742144821993432, -38.54301528951541 -3.741428096360095, -38.54472753825545 -3.731566117905676, -38.55334743780949 -3.733347363407458)))"
NOTURNO - SEG/QUA/SEX,203117 - SER III  - RODOLFO TEOFILO,"MULTIPOLYGON (((-38.55242820305562 -3.739964080008446, -38.5565891414054 -3.745872253329963, -38.55115247129945 -3.750792715801855, -38.54380256035618 -3.743324183022526, -38.54833078186832 -3.73905621429794, -38.55242820305562 -3.739964080008446)))"
NOTURNO - SEG/QUA/SEX,203118 - SER III  - BELA VISTA,"MULTIPOLYGON (((-38.55116001604995 -3.750827629545777, -38.5566522146622 -3.745887598089559, -38.55733869043385 -3.746939461742531, -38.55808772473051 -3.747953081157751, -38.55842493661708 -3.748417514610023, -38.55908389903566 -3.748466707871552, -38.5589400213766 -3.749248553435941, -38.56021873458811 -3.749370135852821, -38.56035429778869 -3.749244650361731, -38.56137770760343 -3.750252520766578, -38.56270307089899 -3.751553179491061, -38.56258102186457 -3.751846913627363, -38.56232592192151 -3.75211896836345, -38.56359922990604 -3.753644025263974, -38.56067246613686 -3.755592136066044, -38.56027081105638 -3.755985868460385, -38.55878374499397 -3.757282672412877, -38.55719487093354 -3.75681213159534, -38.55116001604995 -3.750827629545777)))"
NOTURNO - SEG/QUA/SEX,203120 - SER XI - PICI II,"MULTIPOLYGON (((-38.57301999042209 -3.757481207739877, -38.57289013735344 -3.757812284638775, -38.57296705443041 -3.758162567764363, -38.57330292260031 -3.758930852509895, -38.5742647149152 -3.759913260955877, -38.57397496534318 -3.760169179093623, -38.57390845249172 -3.760472505476511, -38.57244558489281 -3.761068364551102, -38.57010642990801 -3.757434400474834, -38.56574473176449 -3.750548032253382, -38.56647404638393 -3.750232342477249, -38.5671839677817 -3.75139304320268, -38.56916673046337 -3.754530019924364, -38.56970728168284 -3.754891404728427, -38.57086339047488 -3.754125350575666, -38.57297223752485 -3.756092311837791, -38.58209618465814 -3.747034536344794, -38.58147436104508 -3.745926528234896, -38.58370818134431 -3.746035877723082, -38.58389943977414 -3.743776484413305, -38.58406604577554 -3.743993048487082, -38.58437006606675 -3.744169582177407, -38.58479159181029 -3.744496546000775, -38.5847836359729 -3.748116816693731, -38.58331204293305 -3.748103558905732, -38.58262338250435 -3.748700488915242, -38.58201969194636 -3.747997672567871, -38.57301999042209 -3.757481207739877)))"
NOTURNO - SEG/QUA/SEX,203122 - SER III  - ANTONIO BEZERRA I,"MULTIPOLYGON (((-38.60104083128952 -3.740978196248639, -38.60086056231972 -3.741617072380921, -38.59892878344459 -3.741643003731117, -38.59739094351649 -3.744119461648634, -38.59713641231811 -3.744909284315034, -38.59724698932087 -3.745554763059761, -38.59778475371733 -3.747457629437265, -38.59647721876491 -3.747697876085532, -38.59587548992678 -3.747932836440622, -38.5944179743257 -3.747815994832787, -38.59297351278247 -3.748050598669851, -38.58948425109602 -3.748565443534304, -38.58880109782138 -3.748331275183302, -38.58689017188446 -3.746975410429754, -38.58617618650949 -3.746182029887363, -38.58568432343964 -3.745116441949423, -38.58549574031674 -3.744651585609078, -38.58510486284033 -3.744290481966262, -38.5837809976021 -3.742857339197969, -38.58159150797895 -3.741992592450134, -38.57902644276825 -3.741168460516223, -38.57754482247297 -3.739304942478886, -38.57704773223862 -3.737647096578876, -38.5854191719833 -3.738881751164022, -38.60104083128952 -3.740978196248639)))"
NOTURNO - SEG/QUA/SEX,203124 - SER XI - BELA VISTA II,"MULTIPOLYGON (((-38.5664728068465 -3.751814980395623, -38.56369597268032 -3.753630834537792, -38.56233651849623 -3.752129274463095, -38.56258009119046 -3.751844365934165, -38.56270570421822 -3.751554594970372, -38.56229385668158 -3.751160747244853, -38.56035018389885 -3.7492351547482, -38.56503591904671 -3.743668747240785, -38.56916241118876 -3.738732676122399, -38.56922982842051 -3.736799403538689, -38.56996460747798 -3.736847217210603, -38.56949434987842 -3.741699702174491, -38.56784158659004 -3.743618017246296, -38.5676792067766 -3.747185812373466, -38.56547710372866 -3.74898713612927, -38.56644022224997 -3.750202210869062, -38.56568897863582 -3.750538836467575, -38.5664728068465 -3.751814980395623)))"
NOTURNO - SEG/QUA/SEX,203125 - SER XI - AUTRAN NUNES II,"MULTIPOLYGON (((-38.59564070351436 -3.748869478736396, -38.59556930707949 -3.749629247440127, -38.59634401819968 -3.749513741856709, -38.59681971505527 -3.752103005989035, -38.59722406360856 -3.754022619346427, -38.59740722509656 -3.755193098283469, -38.59387787656507 -3.755959169709399, -38.59271828644916 -3.756544002144042, -38.58877357847786 -3.748899434180674, -38.58864933004389 -3.748321389364997, -38.58904925383815 -3.748576861551681, -38.59533404484026 -3.747733984200631, -38.59572487275975 -3.748206830065228, -38.59564070351436 -3.748869478736396)))"
NOTURNO - SEG/QUA/SEX,203192 - SER V - GRANJA PORTUGAL I,"MULTIPOLYGON (((-38.60806990402161 -3.782725103749834, -38.6080283076949 -3.782604577985438, -38.6081042242764 -3.782853990306939, -38.60812304654187 -3.783018529290943, -38.60847551552017 -3.783158268698551, -38.6085155152148 -3.783207955162139, -38.60869372961166 -3.783690749572283, -38.60941165053925 -3.785818588906952, -38.60959020221712 -3.786330010426588, -38.59197128093729 -3.791996332474862, -38.59196026297802 -3.790551092466699, -38.59127978487823 -3.789812946791937, -38.59099978087016 -3.787965792930191, -38.59239762105248 -3.787291999351854, -38.59932248732004 -3.785192611974297, -38.60806990402161 -3.782725103749834)))"
NOTURNO - SEG/QUA/SEX,203195 - SER V - GRANJA LISBOA II,"MULTIPOLYGON (((-38.6154908871212 -3.778457501111072, -38.61554089719912 -3.779131388635284, -38.61533366144256 -3.77978269687731, -38.61506978312686 -3.780517369979675, -38.61489947552509 -3.781550847066884, -38.61502813637701 -3.782936442304341, -38.6153381929751 -3.783885304917015, -38.6155522693353 -3.785126908829665, -38.61266368169515 -3.786124504700704, -38.61241255527121 -3.785409705382286, -38.60959876567865 -3.78633500434562, -38.60851609058272 -3.783190748201486, -38.60809973622229 -3.782968433426342, -38.60812997454825 -3.78272401026047, -38.60612947803456 -3.775349058883951, -38.60762551198518 -3.77556419239674, -38.61678900037192 -3.776650440117068, -38.61677834774527 -3.777025074823068, -38.61655830153387 -3.777190883128493, -38.61680715995322 -3.77810156830539, -38.6154908871212 -3.778457501111072)))"
NOTURNO - SEG/QUA/SEX,203199 - SER V - GRANJA PORTUGAL II,"MULTIPOLYGON (((-38.60258247531146 -3.779019848967272, -38.60669820632774 -3.777897138809415, -38.60797030140047 -3.782685626710038, -38.59237470249773 -3.787300869292984, -38.59098452590381 -3.787997458168489, -38.59089734924972 -3.786718554689178, -38.59303256943604 -3.784446940701032, -38.59398328490798 -3.781389537315716, -38.60254232091085 -3.778868372219823, -38.60258247531146 -3.779019848967272)))"
NOTURNO - SEG/QUA/SEX,203203 - SER XI - GRANJA PORTUGAL III,"MULTIPOLYGON (((-38.60706530859525 -3.772393296953518, -38.6076556707666 -3.774415866180456, -38.60754934428979 -3.775393370996406, -38.60596531855263 -3.775160324905755, -38.60505213513798 -3.775102732253945, -38.60237259992677 -3.774709479361317, -38.60134985003958 -3.77438346832354, -38.60028158426154 -3.773070361292527, -38.60020756461722 -3.773068671308111, -38.59838690420057 -3.773263007366872, -38.59802362377865 -3.772835428503164, -38.59703607635427 -3.767602777506196, -38.59693868717061 -3.766601035670737, -38.59736921085389 -3.766098342442163, -38.59812864157808 -3.765832380491912, -38.59911453626484 -3.765950570762504, -38.60114634153121 -3.766995047442971, -38.60325886818393 -3.768022426447633, -38.60421605216325 -3.765859981617106, -38.60583690621948 -3.768052647990587, -38.60535152890245 -3.768413434938987, -38.60620702223365 -3.769785565037251, -38.60639174062041 -3.769986116727686, -38.60706530859525 -3.772393296953518)))"
NOTURNO - SEG/QUA/SEX,203207 - SER XI - CONJUNTO CEARA I,"MULTIPOLYGON (((-38.60175422084903 -3.754524822214857, -38.60302917505789 -3.761651421335276, -38.60264336858815 -3.762680747564879, -38.60153740396853 -3.762893291846582, -38.59808984386653 -3.763488387920867, -38.59692420480776 -3.764319892487419, -38.59671315842465 -3.76310531490305, -38.59676905077718 -3.762540378484211, -38.59512273544994 -3.762208740181196, -38.59525742340705 -3.761818550196283, -38.59635015834363 -3.760617867973397, -38.59856537652483 -3.757466994072194, -38.59885121161317 -3.755848560680114, -38.59921447313305 -3.755005303210197, -38.59753528118633 -3.755137795846342, -38.59638788600271 -3.749465610902328, -38.59567175720019 -3.749526603972951, -38.59562616545508 -3.748850050785641, -38.59581519179862 -3.748254183643633, -38.59655959827955 -3.747757770550417, -38.5974228545227 -3.74776653361826, -38.59797683710151 -3.747660597464837, -38.59835003206384 -3.747478702547235, -38.59849137803661 -3.747255045004673, -38.59858602939578 -3.747107107560123, -38.59863593621566 -3.746862844905167, -38.59873083711327 -3.748188686148973, -38.59945286946085 -3.749065459811888, -38.59933550324507 -3.754863873752879, -38.60175422084903 -3.754524822214857)))"
NOTURNO - SEG/QUA/SEX,203211 - SER XI - CONJUNTO CEARA III,"MULTIPOLYGON (((-38.61372829041981 -3.76994558035482, -38.61161209886281 -3.772570462789093, -38.61015400931775 -3.771402454203105, -38.60917287163384 -3.772580078471765, -38.60732519626854 -3.771046152963795, -38.60730219612708 -3.77072911441969, -38.6065800578595 -3.769845470009046, -38.60622601870782 -3.769785009042907, -38.60535306086804 -3.76841037568326, -38.60585300771813 -3.768055410679059, -38.60547228070619 -3.767512073699334, -38.6041986901426 -3.765866365546115, -38.60326938102887 -3.76802303544869, -38.60115536748066 -3.766995494447461, -38.60247470639585 -3.763408988737808, -38.60492029724752 -3.756827729961918, -38.60497103315351 -3.756155282313247, -38.605618206656 -3.755969881854361, -38.60587998100095 -3.756545344686827, -38.60617737123313 -3.75702821906116, -38.60639216775795 -3.757447733671877, -38.60683470216605 -3.757955463322773, -38.60726341709934 -3.757966994870428, -38.60736708898992 -3.758058037934648, -38.60762950029984 -3.758578824090284, -38.60801854918229 -3.758823260701337, -38.61100699343635 -3.766276714668248, -38.61362521320424 -3.769421849131229, -38.61372829041981 -3.76994558035482)))"
NOTURNO - SEG/QUA/SEX,203217 - SER XI - CONJUNTO CEARA IV,"MULTIPOLYGON (((-38.61436560720878 -3.771135884139999, -38.61406855860393 -3.770753693724409, -38.61386842972731 -3.76945777331391, -38.61119432895828 -3.766130916685616, -38.60981602149403 -3.762548698343765, -38.60826997994514 -3.758649567062441, -38.6077635750056 -3.758375273211905, -38.60735977672712 -3.757752819532186, -38.60653296176065 -3.757339661838778, -38.6056767824697 -3.754770508733208, -38.60855572415868 -3.753633429891346, -38.60929509211019 -3.753875746056734, -38.61139620311013 -3.756397529178421, -38.61657773207079 -3.768578281226951, -38.61812272970078 -3.770613632860473, -38.61988796110568 -3.773915815102963, -38.6178954612266 -3.773464022838262, -38.61751515793418 -3.772150265406596, -38.61732338409605 -3.772052695838725, -38.61712658829169 -3.77148930367259, -38.61695323243943 -3.771260603099481, -38.61656507365506 -3.769843321125359, -38.61586556129111 -3.76996814401677, -38.61436560720878 -3.771135884139999)))"
NOTURNO - SEG/QUA/SEX,203268 - SER VI - JARDIM DAS OLIVEIRAS I,"MULTIPOLYGON (((-38.50617711258751 -3.786574431474051, -38.50509428263189 -3.78226403614183, -38.50375871486665 -3.782618930634506, -38.50236642653125 -3.782925378223854, -38.50180632290405 -3.780921768865948, -38.50119681319461 -3.77848225964778, -38.50040533993688 -3.776187715334157, -38.50218831541156 -3.775573826583575, -38.50256893209844 -3.775371471987934, -38.50243229463218 -3.776776838539257, -38.50458869817751 -3.776294411918678, -38.50431562400063 -3.774807304736336, -38.50728675689143 -3.774281923151854, -38.50755799539952 -3.775140339438725, -38.5073299066158 -3.775778647798159, -38.50761945178226 -3.776991192255093, -38.50765495672477 -3.777226534400927, -38.5065842337753 -3.777484557453813, -38.50719367700197 -3.779358111830317, -38.5072774384597 -3.780166765445947, -38.50884385190712 -3.78005656046933, -38.5097378548078 -3.780511665770707, -38.51072002385651 -3.782791539930821, -38.51246794616181 -3.784127066831223, -38.51109274738158 -3.787010052446378, -38.50869269211263 -3.786710083392963, -38.50849733721791 -3.785696563755704, -38.50795245760457 -3.785849137334138, -38.50802825728466 -3.78665707984059, -38.50617711258751 -3.786574431474051)))"
NOTURNO - SEG/QUA/SEX,203270 - SER VI - CIDADE DOS FUNCIONARIOS II,"MULTIPOLYGON (((-38.49350484890182 -3.795570451578679, -38.4929901396888 -3.790004239344233, -38.49492490317538 -3.789547527035067, -38.49516946411799 -3.795319203307102, -38.49658835459999 -3.795719681609932, -38.49989348656802 -3.797209282420072, -38.49886219983718 -3.79940053648465, -38.49786250948376 -3.800096844868674, -38.49605457536347 -3.80254485333041, -38.49484890980371 -3.802803643265263, -38.49564310722867 -3.805715546662171, -38.49077896385708 -3.806976075342075, -38.49016918634925 -3.808439000306986, -38.48958409991341 -3.808089050426444, -38.48734981738868 -3.808634365803303, -38.48555072284022 -3.80935109308273, -38.48314209232672 -3.801567702700687, -38.48165821701689 -3.795972045859959, -38.4868119819905 -3.796331798241384, -38.49028010228966 -3.795977656252456, -38.49350484890182 -3.795570451578679)))"
NOTURNO - SEG/QUA/SEX,203271 - SER VI - JARDIM DAS OLIVEIRAS II,"MULTIPOLYGON (((-38.49569668503945 -3.786270725621923, -38.4954210474782 -3.785277842871423, -38.49463185881092 -3.785489847618543, -38.49431364659841 -3.784306031444963, -38.49424829198634 -3.784305170373475, -38.49399754459176 -3.783302558670336, -38.49487474346731 -3.783049080869795, -38.49491248231335 -3.782804621132386, -38.49514539127803 -3.782174799324094, -38.49527497049362 -3.78195341296465, -38.49581586957597 -3.781464660522619, -38.49648845999727 -3.780617020820036, -38.49771850253715 -3.779738062943375, -38.49885032684526 -3.779477881472099, -38.49916901852309 -3.778597218635229, -38.49927936720894 -3.777690766878997, -38.49984170239142 -3.776995425951569, -38.49983415198417 -3.776371433069692, -38.50040860512492 -3.776211840529302, -38.50114680940991 -3.778437777200669, -38.5017910640342 -3.78088813700452, -38.50234214798051 -3.782983713299272, -38.50371466703263 -3.782759782673422, -38.50505959753898 -3.78236362383061, -38.50614623525235 -3.78659222964099, -38.50355160253518 -3.787355064872523, -38.50015682727879 -3.788232211599168, -38.49659240780111 -3.789115970521139, -38.49296868684331 -3.790001279584816, -38.49294858020418 -3.789850613931435, -38.49651977401969 -3.789023969160394, -38.49569668503945 -3.786270725621923)))"
NOTURNO - SEG/QUA/SEX,203273 - SER VI - CIDADE DOS FUNCIONARIOS I,"MULTIPOLYGON (((-38.49516900088938 -3.795319720068725, -38.49496305530919 -3.789546744504795, -38.49926373073386 -3.788481448385209, -38.50359219140473 -3.787367544805128, -38.50614732942579 -3.786613020970359, -38.50808236108215 -3.78670491502657, -38.50799219973295 -3.785879989325834, -38.50846609039807 -3.785756506271631, -38.50864750804681 -3.786739674223174, -38.51108003881928 -3.787047021007792, -38.50525451163653 -3.799646287785427, -38.49952869124781 -3.797022943436842, -38.49654148135772 -3.795691871180602, -38.49516900088938 -3.795319720068725)))"
NOTURNO - SEG/QUA/SEX,203274 - SER VI - PARQUE MANIBURA,"MULTIPOLYGON (((-38.48051333481153 -3.789446961651231, -38.48068737630491 -3.78697908583402, -38.48577529411337 -3.787385153439354, -38.48659230105975 -3.787276200243527, -38.49056410774692 -3.786741951537248, -38.49220245959011 -3.786812512580913, -38.49295739888019 -3.787106992246799, -38.49492451038413 -3.786508078007917, -38.49463372705913 -3.785495336977376, -38.49542001359418 -3.785271898487598, -38.49572595418163 -3.786272991179271, -38.49651552237754 -3.789016141238734, -38.49294091635997 -3.789832120818963, -38.49350353990584 -3.795564187967656, -38.48815387890535 -3.796154003050182, -38.48689699096147 -3.796246315458594, -38.47998868605615 -3.795757328597622, -38.48051333481153 -3.789446961651231)))"
